Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,252.8373093,253.9336249,262.4995438,282.0687334,282.3610919,281.5868735,286.2182231,291.1014872,313.8482393,325.2111863,351.0723194,355.8376887,366.2256088,435.3115565,520.9193919,584.4696418,681.22354,832.9394761,898.7812133,995.5445539,1106.77226,1177.432676,1161.0033,1173.778693,1196.641733,1197.616666,869.174359,831.1330987,898.2974127,940.7669175,835.2990073,1002.248027,1085.426709,1156.173389,1284.646821,1414.983736,1477.045765,1636.354496,1741.562891,1605.645503,1650.22565,1561.597368,1692.983096,1743.178394,1860.990005,2064.047524,2240.997019,2472.388699,2774.369188,2617.12898,2805.973937,3166.577058,3278.626346,3432.017458,3666.579838,3903.478856,
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,301.6813386,319.3085821,324.6115293,283.9886259,306.354383,327.8631292,345.3039901,372.2941707,337.8338637,362.5348647,385.0129608,400.7467914,400.7101389,425.9113979,594.2734868,668.4865262,605.1067365,590.0491183,655.7970686,678.5923086,766.8309997,724.0533625,613.6484584,627.0553898,565.9258676,592.761939,667.8831065,475.8670372,563.0912458,522.9413948,550.5930501,469.2787191,513.1976056,614.3454504,747.8602024,855.416352,966.0541821,1020.827044,973.1657568,938.618364,960.1867601,936.9162239,972.2164996,999.1816472,1058.958515,1110.957717,1961.055623,2334.021042,2569.988506,2698.058991,2998.941274,3408.731903,3759.383547,3928.87895,4028.163991,4127.351018,
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.535193,1456.695932,1552.991058,1651.287918,1780.530973,1911.034429,2073.62345,2202.630592,2365.597747,2568.697127,2795.180292,3070.40089,3524.549662,4224.048296,4717.768921,5211.058654,5630.869,6323.422045,7508.147743,8610.071586,9540.190353,9608.306465,9445.635471,9681.616735,10031.12193,10474.44859,12621.26182,14515.70881,16235.15306,16884.86705,18840.3573,19765.14716,21130.86256,21152.44873,22506.89781,24727.31207,24772.84886,24235.2411,24135.66531,25185.59362,25523.12351,25117.26651,26016.98615,28992.51324,32053.10553,33643.8534,35258.99249,38263.95124,40293.58328,37466.28562,39007.9883,41818.55003,41651.75917,41798.89309,42411.67153,39716.78283,
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,429.4428744,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2166.181451,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9055.106267,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38352.53492,40215.48965,42327.83996,
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,167.6294602,172.1533915,181.2586714,185.5148285,200.1959029,216.2041998,227.2300943,240.5594203,253.4284147,254.9604888,268.6425082,264.2381339,282.2237511,311.6259362,343.0487935,361.6781997,420.6081626,504.8400387,565.2678423,639.0346589,705.7473716,751.697685,750.5889027,771.4929103,807.2736843,858.8920163,872.2286501,923.2137287,857.2587674,747.5553443,621.7939245,608.6915845,660.1891707,654.7505193,629.1574618,699.5095774,704.686148,796.3177796,869.1109453,878.65135,1137.824518,1187.492785,1196.349386,1228.480112,1298.935762,1405.780927,1547.263948,1720.766263,1899.550134,1962.067605,2096.202949,2307.721002,2378.519569,2340.684866,2434.280046,2528.89355,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,89.51273018,92.67322023,95.41466512,100.2059635,106.8179521,117.0698568,123.6329481,125.2763314,125.2609609,131.8991491,137.1762423,142.0000076,149.060937,172.5074474,207.4338859,232.0358453,246.9049156,279.547801,302.510145,340.6338304,355.1569971,354.3425896,340.0236634,319.9009868,323.5656527,334.7107692,374.0839945,405.3904656,388.5207587,361.9307932,357.7059787,358.621918,318.0192008,307.2996062,275.3783433,305.6107197,311.0682337,317.5021331,318.273038,310.1363072,327.0457016,302.2903169,319.376926,353.030388,394.4076816,443.2097504,514.7871167,595.7147639,697.9932897,684.5720467,736.7731151,801.4957257,840.2304909,885.3869775,911.8378585,872.6199597,
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4794.937213,5268.805674,5210.430239,5650.332016,5135.473341,4919.628069,5245.421419,6053.716037,7805.881418,9365.742468,10224.24059,11363.41845,13546.69872,15893.86056,14157.14416,13509.18582,14542.1776,13235.97757,13574.97804,13480.65075,11535.82936,
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.5492678,305.5554106,249.4128129,282.4227011,359.7676569,365.0116154,411.6084918,450.9185613,494.2325382,462.4805442,413.7384592,393.0160358,329.7819844,387.9428024,465.3099364,505.4694388,615.815373,674.7495395,668.2912905,662.2793812,740.9473633,766.8721739,810.3073259,831.5905217,818.3432976,
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340.349589,3724.05886,3862.530005,4161.029843,4481.414063,4513.344519,4584.646592,4739.817329,4793.609917,4623.406712,5270.805364,6650.644003,8396.253023,10259.52606,11161.72441,11398.76584,13842.60549,15669.25929,12967.16543,13025.7948,14048.87958,12834.32349,13613.60147,14117.97668,12363.54346,
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,179.924436,183.0291066,187.9595415,204.6132118,217.1556706,230.952961,258.770032,325.6694152,398.8911861,419.2987504,441.5878463,490.1982371,514.4840407,612.5022267,719.4823961,761.4792433,732.192824,753.8123785,745.6616371,774.6133038,793.1146336,794.3170603,852.0777237,903.01505,1008.349176,1072.408872,1054.510049,1116.419145,1205.870246,1333.944567,1435.715615,1499.096615,1435.305701,1376.402314,1478.730854,1481.829665,1487.379678,1661.357474,1955.481372,2312.238369,2712.970309,3335.507638,3965.499623,3806.980144,4580.091314,5363.53159,5609.657317,5877.948778,5979.654432,5566.301275,
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,168.9815411,168.7055196,171.5358505,175.7444732,191.2169219,205.3924013,215.4071472,238.0602211,294.7341166,364.7800443,388.8873934,407.6929902,449.1669533,472.6840742,559.9376057,656.4899501,690.7040661,661.6690976,669.5327918,660.3642925,683.3219266,700.6123499,707.7378083,749.0837868,780.6598078,865.1199933,914.9294598,896.3773597,939.4401301,1005.282312,1112.090364,1195.219203,1243.432887,1190.254503,1143.175276,1226.550287,1222.678816,1228.908522,1368.966262,1603.548818,1886.180709,2208.178883,2694.386154,3195.329525,3063.103031,3685.608289,4290.721733,4481.917018,4691.677791,4776.817288,4446.960609,
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,91.30664035,95.48905768,98.84441809,101.6469992,106.9308431,116.5775122,122.6625445,124.4948208,125.9754216,136.7631051,157.1321113,152.5114591,154.5477234,170.4661057,228.1637801,267.691484,273.4672269,287.8791044,309.6172331,356.5024069,414.641989,421.097746,395.1143236,349.6949603,339.0411959,341.9072125,357.5525334,388.9884242,372.9753538,338.5278435,348.6690304,352.3485521,337.513785,319.4857831,308.8171156,350.5643213,378.7311321,384.1744613,375.4175268,376.2345079,406.403135,388.9225743,406.8723043,449.5904768,509.5418598,576.8069912,675.1214095,769.9885369,911.6843536,884.3914381,1099.421371,1224.477275,1297.392328,1382.35976,1462.542368,1400.849206,
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,96.46449469,100.8268711,104.4592065,105.9997159,113.1240285,123.0568151,129.2859182,127.8557778,129.5605228,143.7846782,191.0670646,173.0298944,187.5529742,193.3328653,275.5375408,307.7527752,360.4066836,366.9086288,376.9300943,451.7483354,562.1371929,574.1954341,529.7169517,435.4068803,405.3745059,390.9793178,407.8841663,463.593885,436.5296211,370.3368431,385.4107293,400.4425532,398.2914936,375.0287118,376.7921689,435.9803304,472.8990399,473.7989737,449.0898646,460.9759863,506.9302904,484.8965656,515.2012932,573.2833425,671.2001252,773.8507474,930.077683,1041.182691,1239.282862,1161.692459,1610.664419,1823.454306,1964.197477,2097.792278,2228.480152,2083.319217,
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,53.51614903,65.02815052,74.5743882,79.68565666,79.15009204,90.84449681,130.9799734,202.4270402,233.0392883,278.1058379,333.5872982,365.8010412,356.8131317,491.4377678,566.4252965,583.5261528,512.84521,525.2291584,516.8677889,474.780924,442.1481147,481.7127391,529.9316248,585.0010179,631.7046852,681.8573537,827.8103472,912.0977029,1026.270533,1137.265672,1063.56795,463.8830025,671.0056343,780.0920781,748.1847468,900.1308045,1065.656548,1150.349295,1263.481441,1590.1779,1860.622626,2167.85765,2262.720786,3125.219945,3647.626636,3700.523525,3631.672694,3499.588735,3346.487039,
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,327.3721655,330.3879608,315.6230899,300.1010595,301.3782179,314.8169439,329.9077921,345.1476251,336.4788677,322.7111343,329.832601,325.8392305,302.3992338,287.8349471,269.0839901,300.5425284,323.7903531,332.4421566,333.8434118,327.9711095,348.976243,334.4127009,345.5421646,379.8938416,418.5495917,466.2306195,532.3466184,619.0400825,729.7646778,732.8092164,812.0619168,887.4586674,922.0124585,980.3826042,1032.902342,1020.303038,
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.68506,14034.30662,15997.93705,18470.17821,20657.43693,20358.66729,20804.49555,24229.51035,28678.84529,34634.052,36980.11308,41232.92064,69414.12207,70433.64819,60419.27194,64275.01244,71312.15947,74999.20762,78119.05987,85258.07616,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,83.79468367,87.03116614,91.65791058,103.1358714,117.8428256,121.7047543,91.7968817,98.26248566,101.8649561,109.7601903,114.6637038,120.9521081,125.4162812,146.6251044,166.7163693,161.1695682,164.2900545,189.9161192,209.7919773,228.4768535,271.9231669,275.9171675,279.6578196,297.1600163,282.3184569,302.5110887,316.8461137,347.425081,361.4495257,353.2558419,375.1520193,309.3279361,323.5247922,307.4110432,353.2924952,381.5274622,408.2417747,424.0864738,421.8215901,451.0891442,452.4135847,460.8261999,480.6214422,557.8973659,640.6005222,729.000727,816.7337762,1018.128838,991.5153758,1090.360604,1345.721383,1461.377479,1447.451947,1456.201628,1576.817669,1598.259034,
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1487.985434,1705.618074,2082.523978,2426.667875,2519.417979,2976.342277,2922.472196,3430.464443,4404.340613,5435.335102,6378.743587,5992.077411,6166.734535,5921.095072,5697.659835,6017.684218,8120.198395,9591.394593,10726.47403,11186.87525,14045.18673,14101.14718,15729.93428,14671.56488,15918.66592,19177.41416,20856.29655,22540.26314,24271.20898,26308.41129,26241.91849,28223.53681,32539.01937,41107.15645,47631.06462,50886.82729,54326.09801,61388.17383,61235.40063,51983.78818,48541.47764,52564.25548,49231.36162,52034.76822,55503.32726,61133.67243,
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,191.68086,196.9246613,203.4363379,208.1308234,221.3192341,248.3386544,264.9768357,287.0792001,318.9875642,350.9096251,384.9421659,468.9641952,570.378123,876.32926,1453.806615,1581.892588,2017.096806,2315.14873,2167.858347,2426.186567,2440.30552,2499.418545,3008.638723,3585.492831,3572.094053,3810.120706,4249.407782,2619.832583,2320.273076,2201.440336,2222.094543,,,1083.856647,1207.393298,1598.498218,1963.962592,1824.864744,1733.475866,1757.453132,1664.26127,1899.020425,1900.047731,2240.807121,2649.913586,3135.187408,3646.844407,4705.38822,5476.158422,5437.81879,6299.918738,7874.484792,7710.513314,6631.29827,5442.874771,,
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,231.0256806,245.0319228,254.7014337,250.7870782,288.1634462,,,,312.8221761,313.8174456,330.8852351,376.8898904,388.1045067,468.8419819,1018.074003,1151.818123,1471.208047,1592.017935,1847.877598,2852.369479,3911.54243,2735.600507,2950.291594,2738.305982,3078.151312,3099.881326,2956.964233,3474.335257,3752.200221,3850.3473,10291.8602,,,,,,,,,,,,,,1391.609582,1848.968201,2350.194236,3125.580302,4512.985144,3725.675441,4487.366289,5828.764749,6614.584821,6879.69779,6484.529337,4943.760388,
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2597.387272,3278.648772,4047.619079,5481.730285,7098.028334,6506.866773,7645.18209,10038.54253,11328.46765,12743.83419,14942.814,15260.8281,13823.67322,11767.09307,12057.17284,12462.09879,16539.98028,22636.4869,24651.58933,22617.49166,25592.14715,27021.79826,27345.70609,23772.29122,24214.70973,26851.01722,27897.00172,28016.7524,30901.04929,32187.44551,31737.47061,28516.04796,31864.57508,39019.68632,46921.1256,56445.53614,56097.11509,68344.56016,55229.61076,40362.04159,41620.06745,45970.89368,44258.84279,47493.24904,52036.73181,50173.33992,
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,1229.174748,1436.384439,1094.635848,1257.811405,1375.892256,1429.314605,1513.883606,1468.123862,1647.877274,1852.392539,2107.487111,1906.728576,2381.273825,2956.680903,4141.619781,3770.815244,3498.407869,3982.839745,3785.270206,4700.475436,5643.29703,5879.321661,6087.656057,6685.159579,6261.999323,5698.473656,6909.105354,8120.218481,9881.42812,9871.574095,11264.01874,11956.0086,12838.4182,12530.99864,13830.287,18028.63557,19285.68194,19627.13822,19400.1012,19136.71157,21052.10432,20306.19646,18431.15696,18946.99942,19888.172,20611.17931,21905.01769,25008.6037,29657.44201,27795.87671,30661.99004,33657.15727,32569.59683,36393.66932,37582.84624,35728.0935,
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2099.914303,2298.004545,2662.326357,3194.679293,3609.201208,4093.44662,4019.795878,4588.414364,5591.991448,6967.227798,8429.023181,7597.688826,7531.597653,7806.739036,7714.185232,7964.328666,11277.69171,14187.7743,15692.72629,16332.60955,20757.08875,21884.10445,23166.80415,18676.95264,19273.84424,20596.38865,23020.09914,21779.62444,22252.35771,21936.8226,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35851.50807,38332.30037,34814.12436,35370.27441,35365.10412,29957.80432,
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,429.1279261,452.82526,463.3468789,484.2889658,517.6104179,552.3525893,615.065161,636.4161733,594.3300923,645.7067625,751.6190856,812.3243071,973.9693906,974.3556261,1196.00869,1420.969342,1455.556235,1577.983379,1271.182202,1152.505463,1256.169458,1377.728073,1496.992541,1615.179454,1041.083801,908.7547703,1179.281692,1398.361079,1624.643836,1854.802332,1921.432664,1692.081517,1457.213633,1990.87193,1995.06399,2330.356939,2591.49217,2940.0639,3409.874974,3416.774615,3448.448874,3487.900025,3706.777706,3581.160016,3853.61404,4238.315843,4487.499707,4816.59587,5119.344953,4489.84173,4902.672692,5348.638529,5466.579083,5259.042342,5108.357038,5232.024583,
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,535.660878,543.4411465,478.4528267,389.9880489,449.9038518,386.517243,389.8156328,435.2269362,503.6970218,620.4622046,686.6278678,837.9791124,1002.319855,1212.463206,1481.383937,1714.424676,1853.468361,1900.376853,1915.612428,1855.663059,1794.47918,2219.56856,2265.194018,2033.651034,1315.154921,1238.666707,1227.653003,1418.645436,1416.610681,1501.328584,1557.222359,1557.595151,1593.841076,1711.763252,1736.686466,1774.088393,1850.058147,1939.773415,2021.460782,2205.795843,2360.530244,2722.666078,2970.889056,3655.858124,3800.675929,4054.270668,4266.077022,4423.117355,4656.219807,4830.976915,4940.045836,
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,2003.647047,2234.261666,2917.658976,3931.301627,4281.359928,4581.574389,5111.295149,6230.335688,8675.013997,8953.59152,9307.839295,10212.37814,9428.87465,10213.95828,10786.78618,11465.72578,16882.27395,20355.60522,24592.77201,24505.7673,25123.63179,28540.77148,31013.64715,35451.29751,39268.56687,43440.36787,38436.92631,35021.71909,31902.7671,36026.55608,38532.04088,33846.46564,32289.35054,34808.39092,37688.72234,37217.64873,35433.98896,35275.22843,39339.29757,40855.17564,44507.66371,48173.93446,48629.19969,40488.2432,38139.42236,34523.70077,
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.926751,1658.031146,2068.123657,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.27705,9070.649972,11634.42422,12387.18982,13890.85601,12806.56511,10509.98107,
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,97.62153058,94.83525355,100.604255,104.0127013,108.5589328,104.9921733,118.556282,121.3807515,128.8576693,134.193724,142.4974185,152.5536773,174.397946,199.6951625,228.761023,241.6792741,248.2529899,309.3770911,351.6692914,398.0733142,446.6042115,405.5628689,366.2676918,327.7830145,326.852565,312.0453637,354.9683578,377.0430855,381.5415934,365.4061974,365.6178212,336.3641884,327.9748244,222.7240548,268.6455753,330.4831218,428.4338764,454.7417768,476.7185137,425.5935921,408.9818683,407.5540066,402.1703155,444.2336311,467.3787525,530.0821579,711.7211637,857.9256887,938.5717623,942.7431465,991.8505451,1012.879773,1184.923256,1261.092863,1368.491132,1376.712829,
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9451631,575.9551334,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.04934,279.6205233,308.4087767,321.726538,380.5073624,433.2351189,476.55213,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1103.215352,
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,111.3424797,109.4737899,109.5127427,117.8701325,123.6856208,134.3041758,138.7595516,143.8074657,156.8261427,141.8240636,102.3045046,135.3166645,68.95897831,93.99376022,77.82019898,,,,,,,,,,,,,,,,,,,253.1931946,269.567076,321.7746398,318.1495354,303.6859047,268.0430434,294.865212,299.5622376,319.6924597,337.8042535,361.0703476,407.0849062,472.4488559,537.8485827,629.2828776,742.9429233,735.4075239,782.6927899,879.1512441,946.4766787,1024.60887,1094.576688,1158.689904,
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,279.3083282,293.7068912,358.4901832,591.5615656,1574.733816,998.4197102,734.3625848,682.0040383,784.0251513,728.4377692,652.4360388,687.9259033,666.0111319,612.6592914,657.1208354,501.9083899,489.7138463,499.6690296,621.8468858,580.2706864,549.7719777,644.7283411,638.4384115,619.6300235,715.1391327,724.8192799,842.9591391,842.2182266,801.1040397,832.0247088,796.7937634,734.9492461,826.585504,1015.072861,1130.565346,1214.504048,1151.592269,1357.646308,1413.345412,1297.31094,1493.218696,1692.516244,1763.699696,1724.21876,1684.321292,1424.280879,
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,241.5485988,243.8368846,246.0770348,253.9573425,268.6857624,276.237677,299.2261024,353.3406127,314.6619539,348.091536,363.1745466,441.1046629,517.6152571,546.0129615,710.9629866,753.513151,681.7906369,1016.702316,1123.361876,1341.695435,1567.305739,1838.755573,1973.326335,2000.528491,2267.424326,2524.144989,3004.347058,3402.549504,4038.14693,4530.640275,5112.052615,5117.92443,5547.25625,5967.970169,6552.115272,6987.96089,7345.831231,8140.314051,8221.834537,8678.277379,9223.756223,9963.38901,10244.49991,9719.151513,10349.22536,11053.74474,12767.89514,13355.95921,14462.69656,13983.9726,13466.82783,14212.34694,13689.89127,14514.72144,15429.85922,15771.9455,
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,155.5968577,91.48062002,103.569461,141.7270616,120.0012624,105.1262372,129.3008282,156.0767884,193.1149376,236.9905308,291.8590112,316.8310915,339.2753501,426.3040608,588.7907132,646.1749485,874.639813,1105.569916,1468.081061,1857.819037,1778.48024,1968.868622,2075.941819,2268.18078,2474.471196,2542.04198,2906.168843,3627.601544,4813.284872,5860.40382,6642.451218,7675.693138,8140.218706,8869.020761,10275.27753,12403.91322,13254.6374,12196.76978,8133.731245,10432.2108,11947.57725,11255.94789,12788.58018,14219.19359,15921.9392,18657.52125,20917.03024,23101.51023,20474.88685,18338.70637,22151.20889,24155.82985,24453.97191,25997.88105,27989.35399,27221.52405,
Kosovo,KSV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.762401,1490.361033,1587.505829,1969.562713,2135.332847,2190.552079,2371.662079,2788.479464,3254.860674,3209.694109,3283.211938,3736.840999,3600.887,3890.300665,4073.819117,3561.574731,
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,4349.998225,4482.460819,4168.255055,4166.527801,3991.39377,3831.039956,4803.033051,5135.525099,5835.341819,13159.17111,11438.62916,11772.39312,11969.90665,12424.61208,18812.14292,20687.48221,17252.11061,14206.73979,13156.83301,13087.05961,12356.57958,9819.916561,11661.27088,10332.57155,11833.92178,8950.598095,5484.897777,,,,16610.36902,19228.20213,18001.0832,14687.60001,16254.403,19545.19345,17532.8578,18674.59853,22841.60249,27437.98242,35694.38171,42498.7402,45159.34147,54484.30051,36754.94587,37725.14121,47551.38297,50903.9046,48463.15167,43332.40625,29300.57558,
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1862.220356,1885.83702,1766.886829,1798.624418,1798.082553,1847.297465,2073.900779,2223.908211,2550.078591,3106.442436,2837.783891,3232.289569,3655.271837,3802.821295,4026.320846,4335.416396,4289.719368,3782.599048,4131.847061,3959.777432,3473.34884,3517.892801,4003.059509,4805.169092,5570.395088,6531.267074,7551.793611,6997.986683,8613.19672,9686.307442,9628.678941,9736.476836,9608.194674,8019.332806,
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,490.9084017,643.090589,469.414551,279.1411246,149.3996488,173.021097,203.764751,235.1770442,250.7925767,287.2867049,325.4709822,363.0338308,377.2769302,344.6695077,247.8528545,276.7072611,324.0196947,326.0306989,319.5325358,362.6677396,418.1732543,476.1624042,591.3647725,710.9803378,900.4995535,947.9555257,1138.526082,1297.536874,1445.416201,1700.525305,1754.896196,1818.441373,
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.680566,1015.461203,1050.116686,1617.271918,1965.337127,2597.593354,3226.980227,3863.246637,4457.939837,5093.267689,5538.664275,5509.32025,5334.880244,5253.097584,5436.587507,5425.66907,5424.217944,5339.42388,5372.475056,6015.802129,7015.605178,8403.109316,8763.795964,8728.565912,8773.931956,8388.973293,8148.639167,8047.645086,
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,170.0376859,160.6441983,163.9470309,167.3337857,178.8499086,182.9741861,190.4922762,198.4796053,205.288376,221.9046414,227.5785925,234.3004869,245.8319865,251.4606708,307.6961476,354.6171199,356.0083555,390.3065163,404.0335737,444.6118791,451.623991,431.4999783,424.2609603,390.6837078,392.1178371,387.403217,381.0670965,442.9461015,478.3853492,367.9426191,182.7971869,168.436541,110.1705944,79.94621075,65.47315997,64.81015385,72.52703953,125.100939,140.5739059,161.1376655,182.9427573,173.7378992,176.8341989,133.1531498,149.0590939,168.2067267,178.4531394,209.8116109,231.4432221,302.2760708,326.6044381,378.8140624,414.1851554,453.339457,457.8585865,455.8739345,
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6570.960192,7111.251191,7370.629779,6533.98582,5978.057395,5236.381806,5610.145235,6064.334811,5287.35622,6858.698684,7170.379234,6283.74364,3711.602774,4682.625724,5807.646288,8158.889554,9304.308502,11219.43296,14231.60089,10151.64587,11933.77926,5517.779569,,,,,
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,889.5233072,1130.787351,1273.021368,1185.215756,1258.809038,1583.450275,1496.382314,1755.386237,1849.816726,2051.776187,2291.297874,2874.4579,3078.434994,3367.736387,3426.581074,3562.987338,3814.003748,3802.113092,4002.881645,4295.725978,4465.686531,4975.472098,4679.379487,4656.461127,5007.778907,5449.32518,5723.344818,6410.200163,6761.994165,6872.475466,6740.735456,7000.641583,7143.229447,7180.139352,7229.928884,7548.196954,7735.910484,
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1933.084266,1931.808514,1820.687009,1844.407889,1846.474235,1908.320726,2138.014869,2293.404061,2618.417469,3165.09667,2932.718365,3321.163281,3749.981983,3931.940282,4159.915379,4481.00196,4442.893177,3949.742914,4300.831909,4132.405407,3654.179744,3713.430902,4230.862608,5056.52551,5853.302162,6818.018555,7831.239808,7272.812332,8913.852782,10013.18762,9983.319409,10114.56514,9952.102798,8363.562755,
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,259.784982,274.6991096,294.3794317,290.958961,294.3412077,294.8705591,290.4628958,259.6881229,251.8702861,239.339068,260.5851368,280.8886238,290.1451155,284.3883407,280.9983705,311.4735728,289.7888939,305.3749925,337.5783232,380.5710727,438.8663772,501.8678944,597.6982871,730.4264571,719.7223547,797.935118,889.0629503,921.1184743,972.0546333,1024.375332,978.8457956,
